City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
648,Natal,BR,75.85,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
649,Vanimo,PG,85.05,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
650,Freeport,US,84.25,overcast clouds,40.6576,-73.5832,The Freeport Inn and Marina
651,Bonavista,CA,71.6,broken clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
652,Cockburn Town,TC,80.56,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
653,Dwarka,IN,80.35,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
655,Umm Kaddadah,SD,75.24,overcast clouds,13.6017,26.6876,
656,Chara,RU,70.0,clear sky,56.9064,118.2631,
657,Mazarron,ES,79.88,few clouds,37.5992,-1.3149,Apartamentos Oasis de las Palmeras
658,Rapu-Rapu,PH,83.03,broken clouds,13.1866,124.1256,Seaview Dormitel
659,Sagua La Grande,CU,76.19,overcast clouds,22.8067,-80.0756,Hotel Telégrafo
660,Pemba,MZ,70.5,few clouds,-12.974,40.5178,Guesthouse Samotina
661,Ler,SS,70.02,overcast clouds,8.3018,30.1418,
663,Cangzhou,CN,76.46,overcast clouds,38.3167,116.8667,Jinji Express Hotel
665,Mayo,US,84.94,few clouds,38.8876,-76.5119,Resorts Resource Group International
667,Shache,CN,71.2,overcast clouds,38.4167,77.2406,Delong Hotel
668,Bay Roberts,CA,71.35,broken clouds,47.5999,-53.2648,Stonewall Inn
671,Sendhwa,IN,73.96,overcast clouds,21.6833,75.1,Hotel Shagun Garden
673,Lianzhou,CN,79.5,overcast clouds,24.7811,112.3825,Qingcheng Tourism Industry
674,Manggar,ID,79.88,overcast clouds,-2.8833,108.2667,Guest Hotel
675,Vila Velha,BR,73.35,overcast clouds,-20.3297,-40.2925,Quality Suites Vila Velha
679,Sorong,ID,81.59,broken clouds,-0.8833,131.25,waigo splash hotel
681,Coahuayana,MX,78.28,scattered clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
684,Amuntai,ID,79.7,broken clouds,-2.4177,115.2494,Hotel Balqis
688,Bida,NG,73.51,overcast clouds,9.0833,6.0167,Royal Suite
689,Bristol,US,82.6,clear sky,41.8334,-71.1662,
690,Nakhon Sawan,TH,75.97,overcast clouds,15.7,100.0833,The Paradiso JK Design Hotel Nakhon Sawan.
